OrderID,Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,OrderDate
ORD402960,The Ordinary Serum 30ml,Beauty,The Ordinary,Amazon,Alexandria,613.12,4,2452.48,3.4,753,2024-05-02
ORD402990,Nike Air Max,Fashion,Nike,Jumia,Casablanca,9515.43,5,47577.15,2.57,2905,2024-05-02
ORD403569,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,3301.66,5,16508.3,4.47,252,2024-05-02
ORD403571,iPhone 13,Electronics,Apple,Souq,Alexandria,13032.85,2,26065.7,1.51,3149,2024-05-02
ORD403689,Maybelline Mascara,Beauty,Maybelline,Amazon,Abu Dhabi,596.94,2,1193.88,3.85,485,2024-05-02
ORD403857,T-shirt Cotton,Fashion,Generic,Amazon,Giza,18870.3,2,37740.6,2.21,1062,2024-05-02
ORD404226,Nike Air Max,Fashion,Nike,Jumia,Doha,2067.47,3,6202.41,2.81,2129,2024-05-02
ORD404534,Samsung Galaxy A14,Electronics,Samsung,Jumia,Jeddah,2738.45,1,2738.45,2.63,183,2024-05-02
ORD404998,iPhone 13,Electronics,Apple,Jumia,Abu Dhabi,9869.58,1,9869.58,2.44,4953,2024-05-02
ORD406557,T-shirt Cotton,Fashion,Generic,Amazon,Kuwait City,9863.47,1,9863.47,4.72,3853,2024-05-02
ORD406607,Smartwatch FitPro,Wearables,FitPro,Souq,Giza,13618.31,1,13618.31,4.07,2371,2024-05-02
ORD408659,Smartwatch FitPro,Wearables,FitPro,Jumia,Dubai,13674.97,5,68374.85,4.23,2063,2024-05-02
ORD408767,Smartwatch FitPro,Wearables,FitPro,Amazon,Doha,1768.11,2,3536.22,2.18,2854,2024-05-02
ORD409041,Smartwatch FitPro,Wearables,FitPro,Souq,Marrakech,14086.35,2,28172.7,4.8,1255,2024-05-02
ORD409220,T-shirt Cotton,Fashion,Generic,Amazon,Alexandria,1818.23,4,7272.92,2.58,4192,2024-05-02
ORD409372,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Abu Dhabi,17986.97,4,71947.88,3.43,2314,2024-05-02
ORD409468,T-shirt Cotton,Fashion,Generic,Jumia,Giza,18078.5,4,72314.0,1.49,545,2024-05-02
ORD410164,Samsung Galaxy A14,Electronics,Samsung,Jumia,Giza,12469.95,3,37409.85,3.95,536,2024-05-02
ORD410397,Smartwatch FitPro,Wearables,FitPro,Jumia,Abu Dhabi,11189.63,4,44758.52,3.63,724,2024-05-02
ORD410466,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Amazon,Abu Dhabi,353.59,1,353.59,3.25,1222,2024-05-02
ORD410825,T-shirt Cotton,Fashion,Generic,Jumia,Abu Dhabi,15966.07,2,31932.14,3.45,4818,2024-05-02
ORD411165,Philips Air Fryer XL,Home & Kitchen,Philips,Amazon,Jeddah,7671.69,5,38358.45,3.14,1210,2024-05-02
ORD411655,Nike Training Gloves,Sports,Nike,Souq,Jeddah,120.0,1,120.0,2.42,2506,2024-05-02
ORD400104,Bluetooth Headset,Accessories,JBL,Amazon,Giza,18642.22,3,55926.66,4.33,1641,2024-05-03
ORD400110,iPhone 13,Electronics,Apple,Amazon,Cairo,8188.88,5,40944.4,3.45,1119,2024-05-03
ORD400303,Dell Inspiron 3501,Computers,Dell,Jumia,Riyadh,10134.3,1,10134.3,2.52,1212,2024-05-03
ORD400658,Samsung Galaxy A14,Electronics,Samsung,Souq,Doha,1219.83,4,4879.32,4.9,699,2024-05-03
ORD401289,T-shirt Cotton,Fashion,Generic,Souq,Cairo,18356.62,3,55069.86,2.54,1212,2024-05-03
ORD401694,Nike Air Max,Fashion,Nike,Jumia,Dubai,15231.1,1,15231.1,2.26,1134,2024-05-03
ORD401849,Smartwatch FitPro,Wearables,FitPro,Souq,Riyadh,9595.38,5,47976.9,1.78,897,2024-05-03
ORD402385,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Dubai,16286.04,5,81430.2,3.16,1172,2024-05-03
ORD402675,Samsung Galaxy A14,Electronics,Samsung,Jumia,Riyadh,2544.84,2,5089.68,4.89,2536,2024-05-03
ORD403231,Nike Air Max,Fashion,Nike,Jumia,Giza,11643.13,3,34929.39,1.94,1302,2024-05-03
ORD403390,HP Pavilion Laptop,Computers,HP,Jumia,Alexandria,4021.1,3,12063.3,1.99,3538,2024-05-03
ORD403780,Smartwatch FitPro,Wearables,FitPro,Amazon,Doha,15846.68,3,47540.04,4.69,1044,2024-05-03
ORD404156,Smartwatch FitPro,Wearables,FitPro,Souq,Casablanca,5224.99,1,5224.99,3.29,2181,2024-05-03
ORD404553,The Ordinary Serum 30ml,Beauty,The Ordinary,Amazon,Dubai,617.79,1,617.79,2.86,1396,2024-05-03
ORD405130,Adidas Running Shoes,Fashion,Adidas,Jumia,Casablanca,8242.84,1,8242.84,3.85,4201,2024-05-03
ORD405323,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,5343.91,3,16031.73,2.64,3654,2024-05-03
ORD405326,HP Pavilion Laptop,Computers,HP,Souq,Marrakech,7014.9,3,21044.7,2.51,2956,2024-05-03
ORD405449,Nike Air Max,Fashion,Nike,Amazon,Riyadh,18474.17,5,92370.85,3.86,2483,2024-05-03
ORD405692,Dell Inspiron 3501,Computers,Dell,Jumia,Cairo,19036.87,1,19036.87,2.7,2834,2024-05-03
ORD405795,Nike Air Max,Fashion,Nike,Jumia,Dubai,19633.05,1,19633.05,4.93,4840,2024-05-03
ORD405854,IKEA Table Lamp,Home & Kitchen,IKEA,Amazon,Giza,677.86,3,2033.58,1.18,205,2024-05-03
ORD405992,Smartwatch FitPro,Wearables,FitPro,Amazon,Dubai,4024.76,4,16099.04,2.46,3450,2024-05-03
ORD406112,iPhone 13,Electronics,Apple,Souq,Riyadh,11617.12,2,23234.24,3.14,1250,2024-05-03
ORD406316,Smartwatch FitPro,Wearables,FitPro,Jumia,Cairo,16724.53,5,83622.65,3.53,3475,2024-05-03
ORD406631,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,14090.55,4,56362.2,1.3,1597,2024-05-03
ORD406723,Decathlon Yoga Mat,Sports,Decathlon,Jumia,Jeddah,366.59,4,1466.36,3.9,3167,2024-05-03
ORD406828,iPhone 13,Electronics,Apple,Jumia,Casablanca,16133.51,5,80667.55,1.65,2599,2024-05-03
ORD407194,Nike Air Max,Fashion,Nike,Amazon,Riyadh,7760.7,5,38803.5,2.1,1603,2024-05-03
ORD408824,Nike Air Max,Fashion,Nike,Amazon,Cairo,2143.59,3,6430.77,5.0,1139,2024-05-03
ORD408932,HP Pavilion Laptop,Computers,HP,Souq,Cairo,208.84,1,208.84,2.47,3407,2024-05-03
ORD408990,Dell Inspiron 3501,Computers,Dell,Amazon,Giza,9215.58,3,27646.74,4.61,1593,2024-05-03
ORD410056,Smartwatch FitPro,Wearables,FitPro,Jumia,Abu Dhabi,8798.63,4,35194.52,3.59,4990,2024-05-03
ORD410057,Dell Inspiron 3501,Computers,Dell,Jumia,Doha,10866.09,5,54330.45,3.47,2731,2024-05-03
ORD410263,Wilson Tennis Racket,Sports,Wilson,Souq,Casablanca,1936.1,2,3872.2,3.66,1509,2024-05-03
ORD410570,Adidas Running Shoes,Fashion,Adidas,Amazon,Alexandria,4850.0,2,9700.0,3.32,750,2024-05-03
ORD410848,iPhone 13,Electronics,Apple,Jumia,Riyadh,11771.38,1,11771.38,2.9,1430,2024-05-03
ORD411214,Adidas Running Shoes,Fashion,Adidas,Amazon,Dubai,7371.82,2,14743.64,2.44,2316,2024-05-03
ORD400031,HP Pavilion Laptop,Computers,HP,Souq,Giza,3760.61,2,7521.22,3.05,2947,2024-05-04
ORD400082,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,4894.12,4,19576.48,1.3,3235,2024-05-04
ORD400176,HP Pavilion Laptop,Computers,HP,Jumia,Giza,17068.37,3,51205.11,4.4,4481,2024-05-04
ORD400649,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Riyadh,1834.8,1,1834.8,2.95,3909,2024-05-04
ORD401098,Adidas Running Shoes,Fashion,Adidas,Jumia,Dubai,17840.98,3,53522.94,4.19,768,2024-05-04
ORD401540,Nike Air Max,Fashion,Nike,Jumia,Riyadh,3935.68,4,15742.72,3.89,2445,2024-05-04
ORD401584,T-shirt Cotton,Fashion,Generic,Jumia,Doha,17065.98,3,51197.94,2.35,3535,2024-05-04
ORD401909,Samsung Galaxy A14,Electronics,Samsung,Jumia,Jeddah,10483.27,2,20966.54,1.21,4953,2024-05-04
ORD402127,Dell Inspiron 3501,Computers,Dell,Amazon,Marrakech,4119.82,4,16479.28,1.83,3290,2024-05-04
ORD402742,Adidas Football,Sports,Adidas,Souq,Cairo,378.61,5,1893.05,2.01,640,2024-05-04
ORD402750,Bluetooth Headset,Accessories,JBL,Jumia,Doha,13646.09,2,27292.18,3.71,265,2024-05-04
ORD402799,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,16210.79,3,48632.37,1.58,72,2024-05-04
ORD403397,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Amazon,Jeddah,4065.2,1,4065.2,1.78,993,2024-05-04
ORD404042,Smartwatch FitPro,Wearables,FitPro,Amazon,Riyadh,4263.33,5,21316.65,3.71,2976,2024-05-04
ORD404186,HP Pavilion Laptop,Computers,HP,Jumia,Giza,6335.87,3,19007.61,2.61,4479,2024-05-04
ORD404476,Dell Inspiron 3501,Computers,Dell,Jumia,Doha,9920.73,1,9920.73,2.22,4577,2024-05-04
ORD405248,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,14346.16,4,57384.64,2.25,2720,2024-05-04
ORD405470,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,15598.43,5,77992.15,2.83,3214,2024-05-04
ORD405983,iPhone 13,Electronics,Apple,Souq,Riyadh,12200.27,3,36600.81,3.03,2867,2024-05-04
ORD406104,iPhone 13,Electronics,Apple,Jumia,Cairo,19108.74,4,76434.96,1.27,4804,2024-05-04
ORD406121,Nike Air Max,Fashion,Nike,Souq,Alexandria,13731.9,2,27463.8,3.45,2679,2024-05-04
ORD406547,Nike Air Max,Fashion,Nike,Amazon,Alexandria,699.68,1,699.68,3.17,4043,2024-05-04
ORD406625,Smartwatch FitPro,Wearables,FitPro,Amazon,Jeddah,4313.13,5,21565.65,2.84,2383,2024-05-04
ORD406734,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,8143.11,5,40715.55,1.67,4288,2024-05-04
ORD407134,Nike Air Max,Fashion,Nike,Jumia,Abu Dhabi,14831.33,2,29662.66,2.89,4772,2024-05-04
ORD408031,Adidas Running Shoes,Fashion,Adidas,Amazon,Doha,10780.74,2,21561.48,4.66,4449,2024-05-04
ORD408051,Maybelline Mascara,Beauty,Maybelline,Amazon,Cairo,462.88,2,925.76,2.44,2811,2024-05-04
ORD408386,Adidas Running Shoes,Fashion,Adidas,Amazon,Kuwait City,6244.82,4,24979.28,4.51,1204,2024-05-04
ORD408845,Nike Air Max,Fashion,Nike,Jumia,Riyadh,9783.09,2,19566.18,3.84,2110,2024-05-04
ORD409030,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,13089.86,2,26179.72,2.73,233,2024-05-04
ORD409101,Smartwatch FitPro,Wearables,FitPro,Amazon,Doha,2445.75,1,2445.75,2.09,4711,2024-05-04
ORD410433,T-shirt Cotton,Fashion,Generic,Jumia,Abu Dhabi,17324.95,5,86624.75,3.15,5000,2024-05-04
ORD411263,HP Pavilion Laptop,Computers,HP,Souq,Jeddah,19426.84,1,19426.84,1.0,329,2024-05-04
ORD411330,Bluetooth Headset,Accessories,JBL,Souq,Giza,17219.17,5,86095.85,1.53,2067,2024-05-04
ORD411453,T-shirt Cotton,Fashion,Generic,Amazon,Doha,13933.62,4,55734.48,4.0,2055,2024-05-04
ORD400062,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Amazon,Riyadh,8196.12,4,32784.48,2.65,1209,2024-05-05
ORD400216,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Casablanca,1741.6,5,8708.0,4.73,3626,2024-05-05
ORD400615,Dell Inspiron 3501,Computers,Dell,Amazon,Cairo,19097.05,1,19097.05,3.55,3781,2024-05-05
ORD401265,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Doha,3341.1,1,3341.1,4.03,3715,2024-05-05
ORD401394,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,14254.98,4,57019.92,2.58,1663,2024-05-05
ORD401793,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Souq,Marrakech,2806.62,4,11226.48,4.96,1905,2024-05-05
ORD403466,Bluetooth Headset,Accessories,JBL,Souq,Doha,13829.1,1,13829.1,2.16,229,2024-05-05
ORD403494,HP Pavilion Laptop,Computers,HP,Amazon,Casablanca,3017.23,3,9051.69,4.76,2669,2024-05-05
ORD403496,Philips Air Fryer XL,Home & Kitchen,Philips,Souq,Casablanca,6678.46,5,33392.3,3.79,1397,2024-05-05
ORD403902,T-shirt Cotton,Fashion,Generic,Souq,Doha,4696.69,2,9393.38,3.73,1147,2024-05-05
ORD404228,Dell Inspiron 3501,Computers,Dell,Amazon,Abu Dhabi,12740.1,5,63700.5,3.6,2174,2024-05-05
ORD404414,HP Pavilion Laptop,Computers,HP,Souq,Marrakech,10802.71,1,10802.71,4.48,183,2024-05-05
ORD404960,Dell Inspiron 3501,Computers,Dell,Souq,Abu Dhabi,13395.68,5,66978.4,4.86,538,2024-05-05
ORD405179,iPhone 13,Electronics,Apple,Jumia,Marrakech,711.31,3,2133.93,4.41,3160,2024-05-05
ORD405356,Bluetooth Headset,Accessories,JBL,Jumia,Kuwait City,6436.58,2,12873.16,2.72,1395,2024-05-05
ORD405418,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,6001.45,2,12002.9,1.92,3418,2024-05-05
ORD406030,T-shirt Cotton,Fashion,Generic,Amazon,Giza,13043.73,5,65218.65,3.3,1798,2024-05-05
ORD406132,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Souq,Kuwait City,502.87,1,502.87,3.96,91,2024-05-05
ORD406330,T-shirt Cotton,Fashion,Generic,Souq,Doha,1454.07,3,4362.21,2.68,2191,2024-05-05
ORD406755,Adidas Running Shoes,Fashion,Adidas,Souq,Giza,179.69,4,718.76,3.41,3340,2024-05-05
ORD407360,Wilson Tennis Racket,Sports,Wilson,Amazon,Kuwait City,3434.05,4,13736.2,2.49,322,2024-05-05
ORD407453,Adidas Running Shoes,Fashion,Adidas,Souq,Riyadh,8921.72,1,8921.72,1.07,1211,2024-05-05
ORD407656,T-shirt Cotton,Fashion,Generic,Amazon,Dubai,3751.91,3,11255.73,2.15,1739,2024-05-05
ORD407932,HP Pavilion Laptop,Computers,HP,Amazon,Alexandria,1973.74,2,3947.48,1.06,364,2024-05-05
ORD408570,Nivea Face Cream 50ml,Beauty,Nivea,Souq,Giza,367.77,3,1103.31,2.26,1357,2024-05-05
ORD408877,Dell Inspiron 3501,Computers,Dell,Souq,Dubai,13818.83,2,27637.66,4.57,2239,2024-05-05
ORD409009,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Kuwait City,9367.2,1,9367.2,3.26,2451,2024-05-05
ORD409511,Maybelline Mascara,Beauty,Maybelline,Jumia,Riyadh,343.98,1,343.98,3.67,2250,2024-05-05
ORD409851,Samsung Galaxy A14,Electronics,Samsung,Souq,Dubai,13763.24,3,41289.72,1.5,4249,2024-05-05
ORD410444,Adidas Running Shoes,Fashion,Adidas,Souq,Alexandria,6130.8,4,24523.2,3.58,613,2024-05-05
ORD410604,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Souq,Dubai,9516.93,1,9516.93,3.71,1480,2024-05-05
ORD411240,Maybelline Mascara,Beauty,Maybelline,Amazon,Marrakech,471.04,4,1884.16,2.8,2237,2024-05-05
ORD411768,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Jumia,Jeddah,9957.7,3,29873.1,3.39,467,2024-05-05
ORD400068,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,19518.01,2,39036.02,3.57,4164,2024-05-06
ORD400560,IKEA Table Lamp,Home & Kitchen,IKEA,Souq,Giza,357.52,3,1072.56,2.44,2853,2024-05-06
ORD401833,Bluetooth Headset,Accessories,JBL,Jumia,Dubai,5579.08,2,11158.16,2.08,4712,2024-05-06
ORD401928,Adidas Running Shoes,Fashion,Adidas,Jumia,Dubai,15825.48,2,31650.96,3.88,2915,2024-05-06
ORD402726,Smartwatch FitPro,Wearables,FitPro,Amazon,Giza,1332.38,1,1332.38,1.27,3768,2024-05-06
ORD402976,Samsung Galaxy A14,Electronics,Samsung,Souq,Kuwait City,7888.11,1,7888.11,4.83,953,2024-05-06
ORD403510,HP Pavilion Laptop,Computers,HP,Souq,Dubai,1325.7,5,6628.5,3.9,3409,2024-05-06
ORD403942,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,3020.02,3,9060.06,4.53,2050,2024-05-06
ORD404261,Adidas Running Shoes,Fashion,Adidas,Souq,Marrakech,18837.36,3,56512.08,1.07,1751,2024-05-06
ORD404630,Smartwatch FitPro,Wearables,FitPro,Jumia,Abu Dhabi,5898.32,5,29491.6,1.78,2875,2024-05-06
ORD404914,Nike Air Max,Fashion,Nike,Jumia,Casablanca,17207.13,5,86035.65,2.06,435,2024-05-06
ORD405280,Bluetooth Headset,Accessories,JBL,Jumia,Giza,1243.71,4,4974.84,2.29,1594,2024-05-06
ORD405484,Dell Inspiron 3501,Computers,Dell,Souq,Jeddah,19485.47,5,97427.35,3.3,4540,2024-05-06
ORD405744,Samsung Galaxy A14,Electronics,Samsung,Jumia,Alexandria,3893.01,4,15572.04,2.22,443,2024-05-06
ORD405772,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Doha,4136.94,3,12410.82,3.94,3062,2024-05-06
ORD406374,Bluetooth Headset,Accessories,JBL,Jumia,Alexandria,6824.42,3,20473.26,1.58,4280,2024-05-06
ORD406459,Wilson Tennis Racket,Sports,Wilson,Jumia,Riyadh,2857.8,5,14289.0,3.71,1831,2024-05-06
ORD406562,HP Pavilion Laptop,Computers,HP,Amazon,Giza,19214.51,3,57643.53,1.41,2296,2024-05-06
ORD406622,Adidas Running Shoes,Fashion,Adidas,Jumia,Riyadh,12173.41,5,60867.05,2.72,4407,2024-05-06
ORD406757,iPhone 13,Electronics,Apple,Jumia,Doha,10197.56,4,40790.24,2.98,3546,2024-05-06
ORD406799,Bluetooth Headset,Accessories,JBL,Amazon,Giza,17997.23,3,53991.69,1.66,4383,2024-05-06
ORD408018,T-shirt Cotton,Fashion,Generic,Souq,Dubai,7829.6,5,39148.0,2.46,70,2024-05-06
ORD408313,HP Pavilion Laptop,Computers,HP,Amazon,Giza,4877.19,3,14631.57,3.37,63,2024-05-06
ORD409066,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,11430.52,5,57152.6,2.41,264,2024-05-06
ORD409578,iPhone 13,Electronics,Apple,Amazon,Doha,15039.0,4,60156.0,3.38,2845,2024-05-06
ORD409591,Nike Air Max,Fashion,Nike,Jumia,Doha,9223.47,3,27670.41,4.53,2298,2024-05-06
ORD409819,Nike Air Max,Fashion,Nike,Jumia,Giza,6528.66,4,26114.64,2.46,4806,2024-05-06
ORD410092,Philips Air Fryer XL,Home & Kitchen,Philips,Jumia,Dubai,8829.51,2,17659.02,3.65,4046,2024-05-06
ORD410284,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Jumia,Dubai,599.31,2,1198.62,3.22,1650,2024-05-06
ORD410312,IKEA Table Lamp,Home & Kitchen,IKEA,Souq,Kuwait City,689.77,2,1379.54,3.74,3270,2024-05-06
ORD410454,Nike Air Max,Fashion,Nike,Souq,Giza,19350.22,1,19350.22,2.25,2888,2024-05-06
ORD411089,Nike Training Gloves,Sports,Nike,Jumia,Marrakech,471.42,5,2357.1,2.02,2941,2024-05-06
ORD411810,Adidas Football,Sports,Adidas,Amazon,Jeddah,641.35,1,641.35,2.03,578,2024-05-06
ORD411837,Nike Air Max,Fashion,Nike,Amazon,Casablanca,10026.25,5,50131.25,2.46,1126,2024-05-06
ORD400151,Samsung Galaxy A14,Electronics,Samsung,Jumia,Alexandria,15591.07,4,62364.28,3.85,992,2024-05-07
ORD400673,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,11283.86,4,45135.44,1.38,1157,2024-05-07
ORD401348,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Casablanca,7621.11,3,22863.33,1.19,2900,2024-05-07
ORD401937,Adidas Running Shoes,Fashion,Adidas,Amazon,Alexandria,7629.43,4,30517.72,4.47,4788,2024-05-07
ORD401961,HP Pavilion Laptop,Computers,HP,Souq,Giza,12996.48,5,64982.4,1.38,4608,2024-05-07
ORD402627,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Amazon,Riyadh,439.08,3,1317.24,4.23,1245,2024-05-07
ORD402651,Adidas Football,Sports,Adidas,Amazon,Jeddah,547.69,4,2190.76,1.53,671,2024-05-07
ORD402837,Nivea Face Cream 50ml,Beauty,Nivea,Jumia,Riyadh,492.81,5,2464.05,2.59,3726,2024-05-07
ORD403358,Decathlon Yoga Mat,Sports,Decathlon,Souq,Doha,170.31,3,510.93,3.17,798,2024-05-07
ORD403376,T-shirt Cotton,Fashion,Generic,Amazon,Giza,13644.83,1,13644.83,2.7,344,2024-05-07
ORD403743,HP Pavilion Laptop,Computers,HP,Amazon,Dubai,15561.43,2,31122.86,1.32,3163,2024-05-07
ORD404252,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Souq,Jeddah,7267.79,1,7267.79,2.4,878,2024-05-07
ORD405079,Dell Inspiron 3501,Computers,Dell,Souq,Dubai,482.4,5,2412.0,4.78,3496,2024-05-07
ORD405500,Decathlon Yoga Mat,Sports,Decathlon,Jumia,Riyadh,213.76,1,213.76,4.42,3259,2024-05-07
ORD406159,Wilson Tennis Racket,Sports,Wilson,Souq,Cairo,4139.62,4,16558.48,2.74,963,2024-05-07
ORD406262,Smartwatch FitPro,Wearables,FitPro,Amazon,Dubai,15224.83,3,45674.49,2.91,1888,2024-05-07
ORD406598,T-shirt Cotton,Fashion,Generic,Souq,Giza,6510.92,3,19532.76,1.97,5000,2024-05-07
ORD406746,Philips Air Fryer XL,Home & Kitchen,Philips,Souq,Doha,6131.51,3,18394.53,2.56,1441,2024-05-07
ORD406861,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Riyadh,8266.76,4,33067.04,4.54,2793,2024-05-07
ORD407200,Bluetooth Headset,Accessories,JBL,Souq,Cairo,16273.01,3,48819.03,3.59,4052,2024-05-07
ORD407398,Smartwatch FitPro,Wearables,FitPro,Souq,Kuwait City,14044.69,4,56178.76,2.29,2971,2024-05-07
ORD407458,iPhone 13,Electronics,Apple,Jumia,Marrakech,6473.86,4,25895.44,4.88,653,2024-05-07
ORD407743,iPhone 13,Electronics,Apple,Jumia,Marrakech,3706.57,4,14826.28,3.38,241,2024-05-07
ORD408111,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Amazon,Cairo,7913.85,3,23741.55,2.83,738,2024-05-07
ORD408906,Bluetooth Headset,Accessories,JBL,Souq,Casablanca,8181.16,2,16362.32,4.07,4738,2024-05-07
ORD410053,Nike Training Gloves,Sports,Nike,Amazon,Marrakech,321.73,5,1608.65,2.67,2444,2024-05-07
ORD410138,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Jumia,Kuwait City,3602.37,3,10807.11,2.29,745,2024-05-07
ORD410223,iPhone 13,Electronics,Apple,Amazon,Cairo,8658.39,4,34633.56,2.35,5000,2024-05-07
ORD410310,Adidas Football,Sports,Adidas,Jumia,Kuwait City,595.87,2,1191.74,4.1,3522,2024-05-07
ORD410720,Samsung Galaxy A14,Electronics,Samsung,Jumia,Doha,9082.46,3,27247.38,4.18,879,2024-05-07
ORD400852,HP Pavilion Laptop,Computers,HP,Amazon,Cairo,19229.36,1,19229.36,1.34,328,2024-05-08
ORD401005,iPhone 13,Electronics,Apple,Amazon,Alexandria,19124.37,2,38248.74,2.79,2834,2024-05-08
ORD401034,iPhone 13,Electronics,Apple,Souq,Alexandria,12024.79,4,48099.16,4.17,216,2024-05-08
ORD402541,Samsung Galaxy A14,Electronics,Samsung,Amazon,Casablanca,787.98,4,3151.92,3.36,3613,2024-05-08
ORD402642,Decathlon Yoga Mat,Sports,Decathlon,Jumia,Riyadh,300.75,2,601.5,3.28,916,2024-05-08
ORD403403,Philips Air Fryer XL,Home & Kitchen,Philips,Souq,Alexandria,8501.3,4,34005.2,2.85,1069,2024-05-08
ORD403505,Adidas Running Shoes,Fashion,Adidas,Amazon,Cairo,16482.77,5,82413.85,2.95,4347,2024-05-08
ORD404170,Nivea Face Cream 50ml,Beauty,Nivea,Souq,Abu Dhabi,464.09,4,1856.36,3.26,1155,2024-05-08
ORD404370,Bluetooth Headset,Accessories,JBL,Jumia,Kuwait City,18496.9,3,55490.7,3.36,1203,2024-05-08
ORD404426,HP Pavilion Laptop,Computers,HP,Amazon,Giza,14938.06,1,14938.06,3.63,3922,2024-05-08
ORD405800,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Amazon,Casablanca,3650.58,2,7301.16,2.17,5000,2024-05-08
ORD406126,HP Pavilion Laptop,Computers,HP,Souq,Abu Dhabi,1788.11,2,3576.22,4.59,55,2024-05-08
ORD406198,Samsung Galaxy A14,Electronics,Samsung,Souq,Dubai,7507.28,4,30029.12,1.08,691,2024-05-08
ORD407438,Bluetooth Headset,Accessories,JBL,Souq,Riyadh,3375.68,5,16878.4,3.71,4984,2024-05-08
ORD407549,The Ordinary Serum 30ml,Beauty,The Ordinary,Souq,Riyadh,741.24,2,1482.48,1.62,2289,2024-05-08
ORD407596,Maybelline Mascara,Beauty,Maybelline,Amazon,Riyadh,565.9,3,1697.7,3.93,4343,2024-05-08
ORD407956,Maybelline Mascara,Beauty,Maybelline,Souq,Cairo,436.16,4,1744.64,3.19,1964,2024-05-08
ORD408010,Smartwatch FitPro,Wearables,FitPro,Souq,Giza,961.42,4,3845.68,4.31,2306,2024-05-08
ORD408043,Nike Air Max,Fashion,Nike,Jumia,Riyadh,4522.46,2,9044.92,1.54,640,2024-05-08
ORD408120,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Kuwait City,16095.86,5,80479.3,3.08,109,2024-05-08
ORD408403,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Souq,Dubai,9118.58,4,36474.32,2.7,492,2024-05-08
ORD408787,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Dubai,7361.88,3,22085.64,3.73,952,2024-05-08
ORD409169,Nike Air Max,Fashion,Nike,Souq,Casablanca,2843.87,2,5687.74,2.18,4941,2024-05-08
ORD409497,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,9398.85,2,18797.7,2.48,2987,2024-05-08
ORD409597,IKEA Table Lamp,Home & Kitchen,IKEA,Jumia,Jeddah,1014.41,3,3043.23,1.98,3069,2024-05-08
ORD411084,Nike Training Gloves,Sports,Nike,Jumia,Abu Dhabi,476.74,3,1430.22,2.66,818,2024-05-08
ORD411422,IKEA Table Lamp,Home & Kitchen,IKEA,Souq,Giza,799.17,1,799.17,2.63,2303,2024-05-08
ORD411705,Wilson Tennis Racket,Sports,Wilson,Jumia,Riyadh,4309.75,1,4309.75,2.27,1636,2024-05-08
ORD411970,Adidas Football,Sports,Adidas,Souq,Marrakech,745.72,4,2982.88,1.42,2088,2024-05-08
ORD400016,Samsung Galaxy A14,Electronics,Samsung,Souq,Alexandria,3529.77,5,17648.85,2.06,717,2024-05-09
